100;2002-03-23;А;1;45;6;3;17;30;19;22691;5;1564;54;41;1667;0;2300000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
101;2002-03-27;Б;4;43;40;10;39;44;4;13228;5;720;114;9;7318;0;2360000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
102;2002-03-30;А;4;1;14;19;10;44;23;13961;5;830;91;17;3563;0;2425000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
103;2002-04-03;Б;3;38;9;5;17;6;16;19599;5;1138;56;15;3402;0;2500000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
104;2002-04-06;Б;3;44;45;23;3;1;10;16760;5;1164;73;30;2291;0;2570000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
105;2002-04-10;Б;1;42;44;9;4;5;6;18340;5;972;93;12;6061;1;2660000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
106;2002-04-13;Б;3;4;7;27;3;2;16;20000;5;1402;41;18;2600;0;750000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
107;2002-04-17;Б;4;11;6;9;37;29;34;14130;5;792;70;16;2779;0;820000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
108;2002-04-20;А;1;22;31;34;39;12;41;11061;5;623;90;11;4086;0;900000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
109;2002-04-24;А;2;11;16;45;14;30;19;11548;5;601;91;10;4392;0;1000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
110;2002-04-27;А;2;15;38;21;19;1;5;13277;5;850;61;15;2765;0;1090000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
111;2002-05-01;А;3;42;24;28;17;27;21;10535;5;526;83;11;3201;0;1140000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
112;2002-05-04;А;4;34;14;23;26;29;40;11609;5;748;58;16;2187;0;1185000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
113;2002-05-08;А;1;5;12;3;30;17;8;14193;5;1023;42;26;1323;0;1230000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
114;2002-05-11;Б;3;26;6;42;10;36;22;9946;5;604;78;12;3166;1;1280000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
115;2002-05-15;Б;2;42;41;43;32;17;19;7733;5;357;131;9;4185;0;750000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
116;2002-05-18;А;2;22;25;21;34;14;39;11378;5;681;62;22;1555;0;820000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
117;2002-05-22;Б;2;20;4;13;8;19;21;13101;5;789;55;16;2194;0;890000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
118;2002-05-25;А;3;14;32;15;37;34;29;10031;5;570;78;5;7148;0;960000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
119;2002-05-29;А;4;18;5;21;43;24;11;9644;5;547;81;8;4448;0;1035000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
120;2002-06-01;Б;2;23;45;24;44;16;18;8570;5;449;117;12;3515;0;1111000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
121;2002-06-05;А;2;45;24;38;36;14;26;8832;5;465;119;9;4925;0;1170000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
122;2002-06-08;А;1;22;27;19;16;43;1;11722;5;576;95;10;4396;0;1250000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
123;2002-06-12;Б;3;11;10;17;39;3;38;15662;5;914;56;28;1476;0;1320000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
124;2002-06-15;Б;1;18;43;36;13;2;44;9369;5;538;110;7;6780;0;1400000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
125;2002-06-19;Б;2;25;17;19;43;31;37;11439;5;813;70;55;830;0;1480000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
126;2002-06-22;А;4;11;45;21;13;42;41;11227;5;649;86;12;3740;0;1555000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
127;2002-06-26;Б;2;45;20;43;9;29;5;11569;5;679;74;10;4024;0;1625000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
128;2002-06-29;А;1;37;19;35;42;33;36;8240;5;430;118;1;40710;0;1700000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
129;2002-07-03;Б;4;18;28;30;3;24;23;13082;5;765;68;13;3224;0;1765000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130;2002-07-06;А;1;12;36;15;31;45;3;10169;5;556;98;6;7284;0;1830000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
131;2002-07-10;А;2;10;45;44;5;17;38;13254;5;787;72;20;2292;0;1900000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
132;2002-07-13;А;1;22;3;10;29;27;18;18503;5;1265;53;39;1396;0;2000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133;2002-07-17;А;3;4;19;14;25;22;9;19371;5;1511;35;55;776;0;2080000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
134;2002-07-20;А;2;40;37;26;45;19;44;11807;5;663;110;12;4876;0;2150000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
135;2002-07-24;Б;4;27;5;28;35;24;40;17158;5;951;80;8;7644;0;2222000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
136;2002-07-27;А;2;10;37;5;9;15;43;15683;5;856;89;9;6810;0;2300000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
137;2002-07-31;А;4;2;15;6;24;31;9;18433;5;1175;59;18;3120;0;2400000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
138;2002-08-03;Б;2;39;16;45;2;32;37;17200;5;886;105;12;6234;0;2500000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
139;2002-08-07;А;4;10;6;8;23;45;12;19300;5;1130;73;21;3173;0;2570000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
140;2002-08-10;Б;3;36;23;15;8;41;26;21052;5;1506;54;44;1502;0;2666000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
141;2002-08-14;Б;3;19;40;9;29;17;37;24848;5;1739;46;36;1813;0;2750000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
142;2002-08-17;А;1;1;29;37;20;26;44;15021;5;789;119;11;6867;0;2820000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
143;2002-08-21;А;2;30;22;2;45;3;32;21567;5;1319;69;29;2515;0;2900000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
144;2002-08-24;А;1;37;32;35;40;21;17;23012;5;1629;56;42;1740;0;3000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
145;2002-08-28;А;4;37;15;23;43;19;14;23758;5;1498;64;44;1745;0;3065000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
146;2002-08-31;Б;1;7;22;24;14;19;32;25963;5;1549;63;34;2327;0;3140000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
147;2002-09-04;Б;3;31;35;22;4;36;18;22868;5;1363;82;29;3108;0;3200000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
148;2002-09-07;А;3;38;45;44;25;32;1;18894;5;948;120;16;5727;0;3270000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
149;2002-09-11;А;1;25;41;15;44;28;33;27154;5;2000;59;53;1801;0;3333000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
150;2002-09-14;Б;3;16;43;14;37;15;31;22022;5;1265;94;29;3284;0;3400000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
151;2002-09-18;Б;1;7;17;42;29;41;31;27379;5;1559;75;33;2846;0;3500000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
152;2002-09-21;А;4;14;22;43;29;37;20;26903;5;1807;64;37;2511;0;3575000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
153;2002-09-25;Б;4;20;10;45;14;43;11;24404;5;1226;101;27;3686;0;3660000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
154;2002-09-28;А;2;4;19;44;25;7;17;29960;5;1855;62;56;1650;1;3750000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
155;2002-10-02;Б;4;39;31;7;44;27;3;17004;5;1045;69;14;4170;1;1000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;2002-10-05;А;3;21;40;34;19;22;45;16210;5;908;70;33;1552;0;1000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
157;2002-10-09;А;4;23;34;44;16;11;38;16047;5;1076;67;43;1343;2;1500000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
158;2002-10-12;Б;3;39;20;12;41;16;4;14531;5;993;70;24;2325;0;1000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
159;2002-10-16;А;2;26;41;20;36;44;5;13488;5;702;105;9;6565;0;1500000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
160;2002-10-19;Б;3;28;30;22;43;27;29;15369;5;727;110;10;6414;0;2000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
161;2002-10-23;Б;2;18;10;44;27;4;13;16777;5;976;78;28;2197;0;2090000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
162;2002-10-26;Б;1;29;24;5;14;19;38;20485;5;1459;48;43;1318;1;2180000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
163;2002-10-30;А;1;25;35;8;33;37;6;15959;5;1307;47;57;878;0;1000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
164;2002-11-02;А;1;9;40;42;34;44;20;16630;5;1070;60;19;2724;0;1100000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
165;2002-11-06;Б;2;43;18;6;30;32;11;13636;5;871;77;19;2853;0;1170000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
166;2002-11-09;Б;4;18;30;39;3;24;26;13373;5;779;92;18;3185;0;1250000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
167;2002-11-13;А;4;45;5;9;14;8;36;17427;5;1062;64;16;3442;0;1333000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
168;2002-11-16;Б;1;21;39;8;43;44;5;14774;5;778;91;14;4063;0;1410000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
169;2002-11-20;Б;2;22;20;13;39;17;2;18409;5;1134;60;31;1764;0;1500000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
